AL-X,AL-Y,AL-Z,AG-X,AG-Y,AG-Z,Gravity-X,Gravity-Y,Gravity-Z,RR-X,RR-Y,RR-Z,RV-X,RV-Y,RV-Z,User
-9.866501,-2.6327453,-3.4066386,-0.4141969,-8.008605,-1.1731589,6.222955,-7.4281306,1.5060219,-1.7415768,-0.9419542,1.7427986,-0.27073482,-0.692603,0.4752552,1
-5.9332566,-3.441545,1.7189678,-3.6415808,-10.01734,-1.7070658,5.01088,-8.426157,-0.24768531,-0.54367006,1.5161675,0.46670106,-0.2861142,-0.6603614,0.460283,1
-6.2438936,-4.3612747,-0.68126494,0.2896984,-10.869676,3.2249897,3.8643959,-8.953012,-1.0394313,0.90285885,0.95294976,-0.8032878,-0.29440093,-0.6233319,0.45081282,1
-3.9290392,3.5756354,0.48397654,-1.2330139,-12.787432,-0.92895025,4.1495504,-8.878506,-0.35183308,-0.5662721,-0.1826487,0.42577308,-0.30203435,-0.6277324,0.44173118,1
-5.2101817,4.597673,-0.39276364,-0.06464344,-5.377377,-0.5554548,4.329533,-8.785738,0.48612407,-0.62125,-0.14172074,-0.08002335,-0.26093012,-0.63090307,0.45401376,1
-3.9895566,0.6382694,-4.436557,-1.0606314,-4.280833,-0.7445967,4.3435535,-8.787519,0.28885084,1.2211196,-0.25411993,-1.0189233,-0.19510059,-0.62360257,0.49012485,1
-6.285251,-5.053361,0.09422141,0.33997664,-8.147469,-3.9504328,4.7605743,-8.547855,0.6644354,1.1417072,-0.59437186,-0.66706485,-0.12517379,-0.6197253,0.5046382,1
-4.8826785,-2.872487,-1.1408815,-1.9416976,-13.84088,0.38307226,5.1807227,-8.202282,1.4328613,0.9254609,-0.61269784,-0.8240572,-0.08852799,-0.611307,0.51173365,1
-3.938132,0.39479017,-2.1247857,-0.12210429,-11.420342,-0.47644615,5.9067745,-7.577113,1.9666666,0.1441642,0.12950343,-0.19303341,-0.1454845,-0.6331073,0.49503228,1
-8.454205,-0.9414568,-3.5588107,1.4413095,-7.192182,-0.3854665,6.271212,-7.172415,2.3235195,-1.9260582,-0.7147123,1.5375478,-0.22405222,-0.6817567,0.49764043,1
-8.169814,-5.9861174,-3.338661,-1.721431,-8.274361,-1.8339585,5.863399,-7.67408,1.7027725,-1.3652838,0.929126,1.7269161,-0.30537444,-0.6618721,0.47451866,1
-3.1172497,-9.07336,1.4695448,-1.8483237,-12.571953,-0.78529817,4.4873986,-8.71772,-0.18709143,-0.2003638,1.0751228,0.03848451,-0.2901713,-0.64019334,0.46591002,1
-5.7180185,-1.7377586,0.07695815,3.5218706,-18.02355,3.514688,3.565221,-9.113693,-0.63261634,0.9761627,1.097114,-0.91507614,-0.30988294,-0.6198735,0.4548429,1
-2.1957378,5.6636486,0.7930279,-0.90261406,-9.993398,0.04309563,4.0971255,-8.909004,0.11676,-0.37507126,0.21746802,0.18509217,-0.31382823,-0.63421845,0.44310695,1
-6.996504,-0.32064342,-4.39041,1.7884687,-2.8179753,-0.19153613,4.035718,-8.929371,0.38695818,0.5216789,-0.96944314,-0.17837265,-0.26093262,-0.62531817,0.4705724,1
-1.993464,-4.9450283,-0.2504887,-3.3494883,-10.694899,-5.3079453,4.119018,-8.899657,-0.014144845,1.1618657,-0.34513888,-0.007941248,-0.19611749,-0.6210169,0.5054605,1
-6.1325417,-0.14563656,4.2423053,1.316811,-16.852785,0.80205756,4.523676,-8.663922,0.8020143,1.0818423,-0.893085,-0.81122905,-0.12342411,-0.61791784,0.52064145,1
-5.423896,-1.1738529,-1.642379,-2.0135236,-9.045294,4.2281604,4.9500465,-8.333832,1.488177,0.77091193,-0.36346483,-0.5143485,-0.11214268,-0.60903746,0.52227753,1
-5.2421393,0.2725544,-1.8856144,-0.41180268,-9.100361,-0.5650316,5.7214923,-7.7044315,2.0190725,-0.91874135,0.13439035,0.37812558,-0.17838529,-0.6569601,0.49729946,1
-10.241745,-1.0894709,-3.4699588,-0.29209262,-8.061277,-0.39743748,5.854503,-7.528243,2.2848985,-1.5167783,-1.6988163,1.5705346,-0.2640886,-0.67590916,0.49416313,1
-7.3317256,-6.920764,-2.1651883,-4.5202527,-8.793902,-1.4508862,5.190282,-8.289547,0.7174954,-0.8588765,1.5418239,0.8961393,-0.30677053,-0.6503748,0.46744147,1
-5.7074294,-8.929552,-0.38709554,-1.4772224,-14.449007,0.11971009,3.78718,-9.030812,-0.52163494,0.5204572,0.55955255,-0.34697145,-0.28573498,-0.6201435,0.45678243,1
-3.526212,3.3493714,-0.59406304,-0.51714754,-17.219099,0.33039984,3.746657,-9.0565195,-0.33530104,0.16676621,1.572978,0.06841691,-0.31554708,-0.61668795,0.45778286,1
-3.8424249,5.3933907,-0.9168664,0.260968,-5.681441,-1.115698,4.375468,-8.751389,0.6624901,-0.25534168,0.38240165,-0.31764993,-0.2957165,-0.6287458,0.4571831,1
-10.930792,-8.927397,-7.643982,-0.095768064,-3.6631286,-1.2521675,3.9072785,-8.985975,0.394737,1.2907583,-0.44348818,-0.68661255,-0.22932076,-0.6295709,0.4894732,1
-1.0509958,-12.729435,-0.56711954,-6.555324,-17.678785,-6.981492,4.194589,-8.857857,0.3379466,1.2767084,-1.3585643,-0.27122417,-0.14982764,-0.6290234,0.5175586,1
-4.900879,-1.3318653,0.023577869,2.8562827,-21.71541,-0.17238252,4.6898,-8.554156,1.001307,1.2082914,-0.59681535,-0.99021256,-0.087900855,-0.62419796,0.52812785,1
-3.291586,3.8256078,-0.8600491,-0.7062895,-10.189722,0.36152446,5.3038373,-8.103136,1.5423697,0.3915646,0.018325957,-0.4447099,-0.11134064,-0.6368418,0.5097014,1
-5.5528345,-0.039544106,-2.0475464,0.7326257,-5.0062757,0.320823,6.0307555,-7.4742627,1.9838779,-1.7721201,0.7330383,0.8240572,-0.18061355,-0.6866564,0.50299853,1
-10.685083,-2.614903,-3.0708456,-0.3878607,-7.9870567,-0.8331822,6.047285,-7.530165,1.7021605,-1.5161675,-0.8344419,1.7910569,-0.28090504,-0.67865103,0.48494738,1
-6.140659,-2.6763167,1.8939306,-4.620809,-10.409989,-1.2378023,4.855301,-8.51997,-0.08077333,-0.6017023,1.7776178,0.462425,-0.30356324,-0.642119,0.46434507,1
