AL-X,AL-Y,AL-Z,AG-X,AG-Y,AG-Z,Gravity-X,Gravity-Y,Gravity-Z,RR-X,RR-Y,RR-Z,RV-X,RV-Y,RV-Z,User
17.123804,18.09642,-6.163932,0.90979666,12.061988,4.2305546,-8.638354,-2.4120991,3.966233,-0.7312057,-1.0097603,0.7281514,-0.2099856,0.538856,0.09276681,3
6.5106463,9.874941,-4.3144226,8.963891,13.989321,-2.597709,-8.913536,-2.9434109,2.8382385,-1.4123205,0.020158553,-0.23701571,-0.26919,0.50647724,0.10266352,3
12.612729,6.0848045,-8.206365,-1.7884687,6.6846113,-0.17717093,-8.9226,-2.2821321,3.3688989,-0.73364913,-0.8509353,-0.91324353,-0.31567398,0.47601485,0.13210483,3
11.640532,21.321302,-4.3920755,3.9743748,3.6727054,-4.2401314,-8.948187,-2.3576856,3.24679,-0.7812967,-0.61086524,0.5674938,-0.32913178,0.46771237,0.15819661,3
15.815506,10.642685,0.48576593,2.7269957,18.377892,-1.553837,-8.615122,-3.2709773,3.3542182,-0.20708331,0.4361578,-0.10445796,-0.33075148,0.5003602,0.1155583,3
12.860312,13.658318,-2.9092076,7.3071036,9.363723,2.7509377,-8.381454,-3.7824762,3.408003,1.7623463,0.7825184,-0.8216137,-0.26352087,0.5166289,0.062126014,3
8.821023,7.1280365,-3.327882,3.9121256,11.300632,0.33758244,-8.3939495,-3.732783,3.4319558,1.1844677,0.30848694,0.45937067,-0.19002189,0.5462276,0.026495062,3
8.841141,13.8524885,-4.7439675,0.9528923,4.0533834,0.260968,-8.519783,-4.0022154,2.7506309,1.6853772,0.6621779,0.33536503,-0.15977977,0.5627497,0.009751733,3
4.9127803,14.892158,-4.822987,0.35913026,9.969456,-1.0941502,-8.551724,-3.5687475,3.2097418,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
13.237795,12.991709,5.438842,-3.9552212,11.604695,-1.4437037,-8.83405,-2.754991,3.2465334,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
8.09922,14.400116,-2.5824609,5.463568,8.475474,8.631097,-8.98165,-2.4338217,3.09465,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
10.294514,7.3949537,-3.6990376,0.07182605,11.058818,0.33518824,-8.98165,-2.4338217,3.09465,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
11.114884,4.4162207,-6.927767,2.585738,4.620809,-0.93613285,-8.98165,-2.4338217,3.09465,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,-8.98165,-2.4338217,3.09465,0.3390302,1.3542882,0.20952678,-0.15977977,0.5627497,0.009751733,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,-8.98165,-2.4338217,3.09465,0.3390302,1.3542882,0.20952678,0.4874841,-0.7602153,-0.023322405,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,-8.98165,-2.4338217,3.09465,1.8808541,-0.93645644,0.33414328,0.47138578,-0.77881896,-0.021137042,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,-8.98165,-2.4338217,3.09465,-0.040317107,0.6585127,0.18020524,0.4674606,-0.7640118,-0.045055334,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,6.194662,4.586494,-6.0630574,-0.7641924,-0.6102544,-0.7128797,0.46697497,-0.76487,-0.109776966,3
11.114884,4.4162207,-6.927767,1.5921441,1.30484,-3.8738184,6.117324,4.143707,-6.448138,-1.5204436,-0.7305948,-0.15515977,0.43411675,-0.77793944,-0.16584241,3
-0.12057257,9.941523,5.227481,1.5921441,1.30484,-3.8738184,6.2165036,4.7314606,-5.927795,-0.50885075,-0.47891834,-0.04520403,0.43837377,-0.7680981,-0.17862336,3
-7.7190447,4.5233035,10.750519,5.722142,14.104242,-1.6041151,5.4445176,5.584715,-5.9446287,0.68661255,0.44348818,-0.60048056,0.4874774,-0.77765757,-0.12709568,3
0.06588173,4.2084885,6.6604204,-1.6232687,8.726865,4.1252093,5.040618,6.131231,-5.7593904,1.6249015,-0.8875872,0.19792034,0.5005738,-0.79228,-0.08848319,3
-6.6368303,-0.59759283,6.8185124,5.911284,8.279149,1.1109096,4.9604483,6.3985276,-5.5338197,1.0177015,-0.2003638,0.12461651,0.49742022,-0.79954976,-0.053759094,3
-4.772467,3.900474,7.7441835,-1.3599066,5.2887917,1.2258313,4.5214753,5.5345526,-6.7153096,-0.5497787,1.073901,0.40622538,0.48536497,-0.7713117,-0.0663321,3
-2.4441423,7.4758716,11.5336895,-0.004788403,10.326192,1.6711528,4.375372,4.688252,-7.4193535,0.013439035,0.6786713,-0.02076942,0.47979778,-0.77875197,-0.019895732,3
1.0641971,5.1555576,6.4567356,2.516306,13.874399,5.9998693,4.6861186,4.0846834,-7.5845947,-0.4392121,-0.31581733,0.8503244,0.46381304,-0.7823902,-0.020277845,3
-5.3905134,2.221414,6.9093885,5.5856724,10.69011,-0.25857377,5.5153995,4.871515,-6.482214,-0.70738196,0.6444628,-0.37384954,0.47105464,-0.7708535,-0.072307065,3
-3.6183047,-0.49577498,3.303762,-1.0151415,6.909666,-0.50996494,5.9782753,4.10252,-6.6030235,-0.8381071,-0.75869465,-0.6243043,0.44932586,-0.77292705,-0.13457453,3
-2.3694184,11.353991,5.4096117,1.067814,3.5889084,-4.280833,6.185792,4.0875564,-6.418588,-1.0983357,-0.39584067,0.43249258,0.4192599,-0.77906084,-0.16748445,3
-1.6782889,6.4104195,8.346003,3.145981,16.225506,-1.0726024,5.7225513,4.998384,-6.199914,-0.24373524,-0.03481932,0.000611,0.43576798,-0.77330536,-0.1633744,3
-2.3095794,7.414189,5.760183,4.2999864,10.512939,1.7429788,5.291647,5.8057394,-5.870456,1.4856243,-0.13316862,-0.7959574,0.4805503,-0.7813546,-0.11483126,3
-3.984361,-0.8540211,5.4409523,3.8762126,11.501745,-0.6584055,5.2697067,6.136278,-5.5449677,0.7330383,0.1423316,0.06841691,0.49721897,-0.7898893,-0.07871606,3
-5.3251657,2.6577635,5.391616,1.7381904,4.144363,-0.7589619,5.1345606,6.1581593,-5.6465693,0.8857546,0.23335053,0.28527406,0.49721897,-0.7898893,-0.07871606,3
-5.619663,3.683402,6.7180104,-0.39025488,8.310274,-0.22505496,4.7607045,5.353362,-6.696836,0.8857546,0.23335053,0.28527406,0.49721897,-0.7898893,-0.07871606,3
-2.9308655,6.7129617,11.404468,-0.5386954,10.084377,0.7661445,4.6580315,4.634848,-7.279512,0.8857546,0.23335053,0.28527406,0.49203593,-0.836026,0.04163977,3
-4.327098,7.824256,8.858434,2.801216,12.50731,6.143522,4.6580315,4.634848,-7.279512,0.015271631,0.14355333,0.65301496,0.48475417,-0.8295712,0.04371724,3
-5.71148,1.5014911,7.3968277,-0.4429273,13.326127,2.0374656,4.6580315,4.634848,-7.279512,-1.0684034,0.22540927,-0.54305923,0.5036408,-0.82066005,-0.013378416,3
-5.71148,1.5014911,7.3968277,-0.5722142,5.803545,0.3878607,4.324423,1.625824,-8.650228,-1.1001683,-0.71837753,-0.39767328,0.48110205,-0.82782173,-0.07602737,3
-5.71148,1.5014911,7.3968277,-0.5722142,5.803545,0.3878607,4.8689857,1.8909705,-8.299858,-0.83077675,-0.625526,0.48991394,0.46983537,-0.83151674,-0.095357314,3
-2.7322788,7.639736,12.48095,-0.5722142,5.803545,0.3878607,4.2072926,2.8784637,-8.377566,0.027488936,0.17654006,-0.18325958,0.5129455,-0.8161352,-0.067170076,3
1.4229765,9.859772,7.643847,1.5921441,9.26556,3.8307228,3.8017902,3.860802,-8.173804,2.208278,-0.88331115,-0.49113566,0.5229276,-0.8252581,-0.014775426,3
-4.7890835,1.9745831,7.4055204,6.291962,11.750742,-0.6560113,3.697681,4.1409845,-8.083922,1.1032226,0.09101892,0.09285152,0.52115005,-0.82814795,0.03581897,3
-3.20324,5.3784227,7.9248075,-0.581791,4.853047,-0.9720459,3.4458206,3.6656396,-8.417828,0.66706485,0.7189884,0.4269948,0.5086791,-0.8214213,0.05222775,3
-5.3549695,9.123629,8.116473,0.6727707,9.330204,-0.6775591,3.292609,2.4215531,-8.914327,-1.2156218,0.9596693,-0.4092797,0.5113272,-0.8063526,0.051393606,3
3.912745,5.1106853,11.313629,-2.2002714,13.639767,0.38307226,3.6027954,1.5769596,-8.983511,1.2901474,0.40194935,0.17837265,0.49576128,-0.81904614,0.06466311,3
-2.9454808,9.523466,7.810037,8.358158,8.178593,1.6543933,4.5899577,1.6782981,-8.502119,0.23457226,0.3115413,0.42821655,0.4924467,-0.8086333,0.05614644,3
-3.2125404,3.0534263,6.6276164,0.272939,12.203246,-1.541866,5.1452227,2.1230671,-8.074012,-0.93034774,-0.59620446,-0.70616025,0.5093418,-0.80445814,-0.003311252,3
-1.9730952,5.2002435,6.23481,0.37110126,4.39336,-2.4540567,5.149699,1.6977273,-8.171211,-1.219287,-0.5131268,-0.20586158,0.4825141,-0.8163763,-0.053705856,3
-1.2881637,11.911743,6.7643833,2.8323407,7.5848308,-2.078167,5.5690746,2.170762,-7.774548,-0.6065892,-0.44043383,0.25350907,0.47673386,-0.8161486,-0.07045128,3
-5.5088296,6.093005,13.256495,4.6375685,14.525621,-1.2497733,4.7891064,3.1054068,-7.974414,-0.054367006,0.11056661,-0.4990769,0.520839,-0.8051749,-0.04668751,3
1.2328525,8.835383,7.5734353,-0.7182605,7.773973,4.3885717,4.4997764,3.8198955,-7.8313975,2.2608123,-0.5467244,-0.46731192,0.5396372,-0.80833024,0.000634,3
-6.884033,1.7572169,8.493956,6.789956,10.220847,0.29209262,4.4451466,4.1090555,-7.715356,1.3610078,0.03481932,0.13622294,0.53820837,-0.81302345,0.055596173,3
-2.4455514,6.2501163,8.848933,-2.0949266,4.8626237,0.51954174,3.940364,3.5946858,-8.229345,0.50885075,0.6646214,0.4728097,0.5241689,-0.80732137,0.05467079,3
-4.282341,10.1963,11.560444,2.054225,10.070012,1.0175357,3.7380884,2.480992,-8.720194,-1.423316,1.0183123,-0.30848694,0.51499504,-0.80530775,0.06381958,3
4.779319,6.001275,7.6020646,0.16280572,14.305355,3.845088,4.015607,1.383224,-8.839231,1.382999,-0.36041048,0.7489208,0.48492774,-0.8282168,0.05913948,3
-5.1195426,8.7933035,8.049817,8.719683,9.595961,-0.62728083,4.7660484,1.8638548,-8.365481,-0.019547688,0.44959682,0.26206118,0.49042365,-0.8163632,0.038438078,3
-1.250304,0.66142416,6.1074467,-1.3814543,11.274296,-0.6703765,5.1726985,1.8876927,-8.114817,-0.5369505,-0.73853606,-0.7464773,0.50003606,-0.81170434,-0.021360029,3
-2.4077597,7.2963605,6.378294,2.765303,2.0446482,-2.731784,5.023082,1.6510549,-8.259122,-1.4001031,-0.52412236,-0.007941248,0.46987393,-0.82753307,-0.071135305,3
-0.3531704,12.891715,4.6432242,2.3582888,9.160215,-1.9871874,5.214606,2.2950666,-7.981912,-0.54733527,-0.3933972,-0.04520403,0.4819033,-0.81489956,-0.08221295,3
-5.738948,7.1260886,10.842465,4.819528,14.7794075,-3.4715924,4.58363,3.2927697,-8.019877,0.36102137,0.67256266,-0.43799037,0.5311584,-0.8011701,-0.030283928,3
-0.10298538,4.664878,8.525396,-1.316811,8.870518,2.9400797,4.1959395,3.909262,-7.9550076,2.0555615,-1.0384709,0.053145275,0.5355219,-0.8079737,0.015016403,3
-6.3088493,1.9197624,9.3945465,5.662287,7.884106,0.055066638,4.168031,4.2540236,-7.791098,1.2901474,0.258396,0.42088616,0.52573574,-0.8116745,0.07714064,3
-3.3651514,7.2836313,11.129719,-1.8124107,5.4563856,1.9321208,4.081721,3.5267594,-8.189743,0.2321288,1.2956452,0.22785273,0.517309,-0.7938808,0.0800408,3
-3.2486577,8.787193,13.115803,0.878672,11.164163,3.181894,4.044913,2.3384495,-8.622108,-1.0641272,0.9841039,-0.48502702,0.5147339,-0.79096586,0.08836083,3
8.119131,8.554382,5.39571,1.1923125,13.13459,5.011064,4.656911,1.2731001,-8.535974,1.5632042,-0.16493362,0.7959574,0.49009305,-0.8178795,0.08658534,3
-6.3792596,7.2144156,8.36114,10.4171715,11.870452,-3.0693667,5.6299043,1.8930919,-7.803257,-0.0720821,0.4392121,0.09407325,0.48618338,-0.8164232,0.048319817,3
-0.8022461,0.7930958,5.3421087,-2.3295584,8.796297,-0.50517654,5.8372846,1.8474053,-7.660523,-0.60903263,-0.79045963,-0.8191703,0.5091642,-0.80973953,-0.012812562,3
-3.027407,7.930318,6.7067127,3.5482068,2.111686,-2.9831753,5.4644475,1.3867584,-8.024157,-1.3426818,-0.70554936,-0.5155703,0.4847694,-0.8209037,-0.07497934,3
1.0460453,12.216135,5.4865875,2.4612393,10.733206,-0.36152446,5.389576,2.161396,-7.902612,-1.1209377,-0.77091193,0.31887165,0.47793156,-0.81785005,-0.10437774,3
-4.7629466,6.882814,8.790301,6.88333,14.06354,-2.1739352,4.4998455,3.1134434,-8.138074,-0.37934732,0.3707952,-0.3109304,0.52161795,-0.8007076,-0.061464388,3
-0.091207504,7.843973,8.673545,-0.29688102,8.640674,0.11971009,3.9948184,3.9872692,-8.01957,2.7995954,-0.3640757,-0.41599923,0.545225,-0.8067042,-0.002382408,3
-6.4319663,2.8529072,8.8419695,5.2983685,10.005369,0.770933,3.8818994,4.5145464,-7.7923117,1.8594738,-0.2828306,0.20341812,0.5346329,-0.81323576,0.06481322,3
-2.3260598,5.850506,7.538336,-1.9321208,5.9663506,0.7038953,3.8957274,3.9127686,-8.104568,0.0983493,1.3457361,0.7098254,0.51674086,-0.801886,0.06543453,3
-5.0790005,10.164304,9.8872385,1.6687586,9.837775,-0.48123455,3.5808733,2.4751086,-8.787582,-1.0708468,1.2198979,-0.46731192,0.5209053,-0.7947715,0.09500233,3
7.5701046,8.230622,9.926555,-1.1971009,14.67885,2.0949266,4.196451,1.2782254,-8.770769,1.3274102,0.084910266,0.2144137,0.49549416,-0.8176634,0.07538848,3
-6.482646,6.450475,7.9711595,11.465832,12.143391,1.8219875,5.2667274,1.9374284,-8.042282,-0.20341812,0.09468412,0.3378085,0.49489373,-0.8171632,0.010035301,3
-1.6705685,0.6634722,5.220168,-2.9017725,8.925584,-0.81642276,5.5940094,1.5493426,-7.9042397,-0.80573124,-0.9804387,-0.82344633,0.50681055,-0.8156342,-0.06041939,3
-3.6889486,8.403129,7.616114,2.5258827,1.9416976,-3.550601,5.275098,1.5436603,-8.121629,-1.4410311,-1.201572,-0.1600467,0.4732833,-0.83302224,-0.12485308,3
-1.4185214,9.990709,2.9386654,2.0039468,9.31105,-1.0941502,4.8308487,2.7058475,-8.093929,-0.88270026,-0.6065892,0.13622294,0.4712175,-0.8260729,-0.14173926,3
-3.5177538,9.165604,9.550967,5.33907,10.82658,-2.9352913,3.7580106,3.6748445,-8.279089,0.03848451,0.91813046,-0.59131753,0.51979136,-0.8104279,-0.08875705,3
-1.1211782,5.546521,10.153688,1.4628572,10.747571,2.920926,3.1085968,4.356776,-8.217392,2.0775528,-0.93523467,0.13500121,0.5236742,-0.8243788,-0.03360265,3
-4.2136254,2.9815345,7.624005,3.4284968,7.6590514,2.171541,3.140946,4.8354034,-7.93245,1.1557571,-0.019547688,0.28099802,0.5176418,-0.8334495,0.021013953,3
-3.1612692,5.981387,8.942835,-0.5434838,6.6247563,-0.37588966,3.1521695,4.0129023,-8.374417,0.43799037,0.5729916,0.27366763,0.50825965,-0.82620835,0.012637735,3
-1.2638918,10.039772,13.230818,-0.3184288,10.436325,1.6711528,3.0861502,2.7229848,-8.901202,-1.3109168,1.2021828,-0.14355333,0.49693567,-0.825321,0.036128987,3
8.131703,7.218298,7.553206,2.0231004,14.60463,5.317522,3.3563101,1.6085339,-9.072937,1.9926424,0.062308256,0.88208944,0.47637853,-0.8468716,0.034030847,3
-5.0110884,7.6965814,9.765509,9.351752,10.43872,-0.4141969,4.0584836,2.2143722,-8.648447,-0.3494149,0.8576548,-0.17959438,0.475755,-0.84096193,-0.022800617,3
0.61088204,0.7114475,4.5407133,-1.757344,10.01734,0.91219085,4.653045,2.004801,-8.396451,-0.6542367,-1.0433578,-0.73548174,0.48970267,-0.8311097,-0.09203678,3
-3.6873822,5.856482,6.7211146,3.9671922,2.5570073,-4.9200845,4.203201,1.6202567,-8.710816,-1.767844,-0.63346726,-0.47647488,0.4615818,-0.83740693,-0.14983074,3
1.698772,11.342874,8.255193,0.37110126,8.070854,-1.9273324,4.0220838,2.771838,-8.503539,-0.56138515,-0.27855456,0.009162978,0.47460827,-0.8245834,-0.1539988,3
-4.5766964,8.071472,8.952631,6.351817,13.347674,-0.1412579,3.141261,3.8720105,-8.444547,0.7318166,0.8686504,-0.44043383,0.52175105,-0.8158491,-0.08618116,3
1.0488353,5.617445,9.987944,-0.37349546,9.691729,0.24181437,2.7739644,4.7375607,-8.12595,1.6615535,-0.54367006,-0.064751714,0.5279153,-0.827189,-0.030135514,3
-5.4971557,1.1270826,10.211468,5.070919,8.389283,1.484405,2.8786967,4.9725885,-7.947129,1.2773192,0.07513642,0.43127087,0.5172923,-0.8350988,0.017070342,3
-2.6183412,6.1512685,10.17778,-2.3558946,4.999093,1.7669208,2.861854,3.7732382,-8.587368,-0.030543262,1.0616838,0.35063666,0.50734377,-0.8215346,0.008484954,3
-0.6568775,8.564228,13.903902,0.15562311,10.888829,2.0518308,2.7728868,2.4577205,-9.079708,-0.8961393,1.4337007,-0.03970624,0.50279075,-0.8309702,0.03553953,3
3.406166,9.770761,9.221831,2.2218192,13.536817,5.9567738,3.2254746,1.6111051,-9.11982,-0.5766568,-1.2809844,0.80573124,0.4846747,-0.8429068,0.010832825,3
-4.3267236,5.2085133,9.077313,6.26802,13.543999,0.6344634,4.2741666,2.4506788,-8.479158,-1.0525209,0.22724187,-0.06780604,0.49290794,-0.8357137,-0.041548185,3
-0.2758181,1.072795,4.827016,-1.8411411,7.917625,-0.32561144,4.187517,1.7424365,-8.694773,-0.31703907,-0.8894198,-0.84116143,0.5039998,-0.82475936,-0.10870612,3
-1.7642951,9.504641,8.276394,2.9951463,2.6024973,-4.0916905,3.9307165,1.9675691,-8.766328,-1.1948525,-0.5919284,0.062308256,0.47096637,-0.8351314,-0.15921214,3
1.497621,10.841696,4.7734976,2.5905263,13.146562,0.23702596,3.6081758,2.9310272,-8.634845,-0.44409904,-0.3622431,0.25350907,0.47928602,-0.8248399,-0.15860716,3
-2.4630709,8.576495,7.660207,6.2225304,12.145785,-1.2904748,2.6823373,4.054256,-8.516954,1.1001683,1.1032226,-0.6743952,0.51789683,-0.822439,-0.06892709,3
0.57210064,2.3218515,7.916584,2.5378537,10.680533,-1.0079589,2.3845644,4.781979,-8.22295,1.2883148,0.21930063,0.2761111,0.5264276,-0.8266216,-0.000148,3
-5.193855,1.6032429,10.192896,3.7301662,4.8722005,-1.1109096,2.626216,4.9582734,-8.042942,1.4159856,0.16982053,0.1863139,0.5175431,-0.82757604,0.049720768,3
-1.762072,6.746102,10.241262,-2.2050598,5.6239796,1.4053963,2.9293206,3.3973463,-8.720525,-0.7257079,1.0415252,0.14294247,0.50088686,-0.81049633,0.03666011,3
-1.7068424,8.712618,15.180058,0.45010993,11.84651,1.7405846,3.2235792,2.056276,-9.030538,0.90285885,-0.51007247,0.39278635,0.49227974,-0.82949257,0.0637666,3
-0.14007568,7.402898,8.229713,0.92655605,13.081918,7.8793178,3.9400682,1.3413403,-8.879587,-0.8588765,-1.4337007,0.66706485,0.471761,-0.83719426,0.03169938,3
-2.7567098,3.7305095,10.459876,1.5682021,11.178528,-0.093373865,5.1519456,2.3785622,-7.998145,-1.2907583,0.36285394,-0.7959574,0.4900857,-0.82162243,-0.030225849,3
-1.1915247,0.08081555,4.3377867,0.46686932,5.7867856,1.4293385,4.780592,1.434329,-8.44151,-0.8546005,-0.6609562,-0.65668017,0.46218675,-0.8315629,-0.08383604,3
-1.1751766,23.141233,8.6397915,2.7485435,1.4221559,-4.5418005,4.8063855,2.022622,-8.305305,-0.8014552,-0.7312057,0.63224554,0.45485514,-0.8310649,-0.117032394,3
1.0325298,7.306901,14.465322,3.976769,25.519796,0.641646,4.375477,3.27029,-8.144372,-0.15210545,0.68844515,-0.29749137,0.5046519,-0.80327284,-0.064914435,3
-2.1943114,7.321947,8.405861,5.813122,8.74123,6.0238113,4.0743604,4.054287,-7.9456105,2.810591,0.5363397,-0.22602014,0.52728564,-0.8105748,0.012910695,3
-4.7274246,-0.1913464,7.95523,2.6120741,9.344569,0.10055647,3.8115928,4.5652018,-7.7975035,1.8551978,-0.03604105,-0.04642576,0.53300697,-0.8096008,0.08618912,3
-2.74079,7.1505766,5.651965,-0.35194764,3.0789435,-0.18914193,4.2355156,4.0873137,-7.843767,0.7360926,1.2027937,0.49846604,0.519786,-0.79522425,0.09771217,3
-6.5984435,10.4153185,9.535694,1.3335704,11.204864,-2.2936451,4.1796203,2.4267666,-8.532995,-1.4611896,1.024421,-0.78801614,0.5228726,-0.7837475,0.10574146,3
5.3795986,7.04333,13.908279,-2.7868507,14.98052,1.7381904,4.5573754,1.0385956,-8.621022,1.5882497,-0.30176744,0.9621128,0.49983764,-0.81313187,0.09891037,3
-6.4684772,8.1939125,8.796357,8.463503,10.278308,7.144298,5.6201553,1.4983966,-7.8955126,-1.0146471,0.5027421,0.24129178,0.4919889,-0.8168212,0.030481914,3
-2.8466177,0.1071018,6.8036656,-1.6831238,11.293449,0.033518825,5.9839716,1.800452,-7.557833,-1.0274754,-0.73853606,-0.58459806,0.50204235,-0.81455696,-0.048912864,3
-2.0058384,4.803927,5.36872,2.0638018,1.2904748,-2.2577322,5.457767,1.1814245,-8.06148,-1.7110336,-0.86926126,-0.54183745,0.46901724,-0.82274276,-0.119020164,3
-0.046351433,13.180068,8.505937,3.7205894,7.017405,-2.6431987,5.095524,2.4036415,-8.026744,-1.1826351,-0.3213151,0.30726522,0.45521036,-0.82272154,-0.14184746,3
-6.4585433,10.775219,7.2977295,6.8665705,15.981297,-0.81163436,4.0948644,3.6021068,-8.150299,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
1.0216613,5.8970556,7.2318687,-1.1013328,12.392388,-0.3854665,3.7178674,4.6641645,-7.7841816,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
-6.2304926,1.2796705,9.838211,5.779603,7.908048,-0.60812724,3.7277942,5.0521913,-7.5332184,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
-2.5638623,5.154457,8.586239,-2.5953147,5.243302,1.9919758,3.7277942,5.0521913,-7.5332184,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
-3.7876492,10.682503,7.7008123,1.1540052,9.818622,0.80205756,3.7277942,5.0521913,-7.5332184,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,3.7277942,5.0521913,-7.5332184,-0.19242255,0.100792766,-0.23762658,0.45521036,-0.82272154,-0.14184746,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,3.7277942,5.0521913,-7.5332184,-0.19242255,0.100792766,-0.23762658,-0.3027791,-0.17352249,0.8679354,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,3.7277942,5.0521913,-7.5332184,-0.7305948,-0.50762904,-0.64934975,-0.29809955,-0.2264506,0.86617136,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,3.7277942,5.0521913,-7.5332184,-0.8051204,-0.4728097,0.59498274,-0.30443525,-0.25306225,0.86198545,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,-3.9514341,-5.052647,7.4180393,-0.18448131,0.29993483,-0.29810223,-0.3115452,-0.22554988,0.8541107,3
-3.7876492,10.682503,7.7008123,-0.059855044,15.734694,0.16759412,-3.5902638,-5.7490287,7.0872464,2.2510383,0.18875736,-0.20219639,-0.28315842,-0.12556194,0.87781,3
5.9641275,10.343903,-7.0488453,-0.059855044,15.734694,0.16759412,-3.5753,-6.169007,6.7328277,2.0665572,-0.54733527,0.870483,-0.25601268,-0.057839543,0.8992975,3
4.1672664,15.175001,-8.6746025,1.508347,5.530606,0.33279404,-3.670271,-5.9175854,6.905193,0.98899084,0.22540927,0.60048056,-0.2913048,-0.02583446,0.8935465,3
1.592901,22.507038,-8.8636675,0.7062895,9.849746,-2.135628,-3.975244,-4.190988,7.9248624,-1.1722504,1.1349876,-0.41416663,-0.31067976,-0.019936465,0.8829844,3
10.048424,14.002805,3.7585816,-2.2625206,16.357185,-0.9864111,-4.118753,-2.776735,8.455531,1.0537425,-0.35430184,-0.16187929,-0.27725706,-0.06190351,0.8965249,3
3.2306473,14.150867,-9.198578,6.859388,8.056489,10.869676,-4.93262,-2.399099,8.129205,-0.49418998,0.54611355,0.055588737,-0.32192466,-0.11093836,0.87831336,3
5.4140162,5.644989,-8.314273,-1.0151415,9.7803135,-1.4437037,-5.2430563,-2.4859612,7.905741,-1.2089024,-0.54244834,-0.9138544,-0.2975204,-0.17657883,0.86841863,3
8.471251,7.9728003,-12.546507,1.2952632,2.8682537,0.1412579,-4.4625387,-2.9369118,8.223787,-0.8961393,-0.6078109,-0.4373795,-0.29200608,-0.23398909,0.8675548,3
12.377777,10.664554,-9.983908,3.53863,5.5737014,-4.417302,-4.8154683,-4.0300317,7.532629,-0.95722586,-0.50946164,0.004276057,-0.30107045,-0.25248384,0.8586992,3
6.3587465,11.172965,-4.364334,7.1347213,8.178593,-2.078167,-3.8374505,-5.0801735,7.458968,0.46975538,0.32742378,-0.19303341,-0.26837605,-0.18401225,0.867346,3
9.5464115,13.513464,-5.8327456,1.8962077,8.236053,3.8594532,-3.4651487,-5.8577733,7.0604267,2.9315424,-0.66767573,0.23823744,-0.24321865,-0.09558729,0.89219236,3
3.0808828,10.577261,-6.654516,4.7309427,9.483433,1.6998832,-3.4413598,-6.1950836,6.7785234,1.5906931,0.0421497,1.0201449,-0.24562973,-0.027678773,0.9020416,3
3.896105,17.706678,-6.040497,-0.7565677,5.497087,0.80445176,-3.2063148,-5.1126323,7.7298717,0.6017023,1.1307116,0.43066,-0.30800703,-0.029192092,0.88279736,3
4.7318344,18.853228,-0.41952372,0.4309563,11.848905,1.0199299,-3.565419,-3.4299364,8.467214,-0.15821409,1.0952814,-0.19792034,-0.2812177,-0.017557697,0.8918944,3
16.546806,16.69578,-9.815222,1.2904748,12.658144,6.3589997,-4.1535807,-2.1944802,8.608275,-1.1771374,-1.1893547,0.4202753,-0.28451112,-0.0659589,0.8958825,3
1.8152575,12.2022915,-7.5909357,13.005303,11.386824,2.1092918,-5.130623,-2.6408358,7.9292555,-1.4581354,0.35185838,-0.3323107,-0.28891757,-0.13756786,0.8816646,3
7.808378,3.3536758,-12.590544,-2.1859062,8.834604,0.18195933,-4.8711157,-2.1973164,8.222799,-0.7153232,-0.8753699,-0.9755518,-0.26260632,-0.20239726,0.8718864,3
7.744298,19.950747,-11.529312,3.9911342,1.3623008,-4.4316673,-4.5250864,-2.9221714,8.194809,-1.3634512,-0.79534656,0.0842994,-0.25453007,-0.253637,0.8749805,3
12.044144,11.228245,-9.309767,3.2369606,19.56781,-3.9839516,-4.060346,-4.3440504,7.798282,-0.32620203,-0.08857546,0.15515977,-0.27800333,-0.2509579,0.8636514,3
4.426924,13.140624,-7.7016034,7.180211,8.463503,0.7134721,-3.060049,-5.3173714,7.650624,0.7648033,1.3371841,-0.86132,-0.2539061,-0.16140275,0.8766113,3
